 구분 , 위치(구역명) , 운동기구 기종명 , 운동기구 수량 , 관리번호, 관리기관 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 다리스트레칭 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-1 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 하늘걷기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-2 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 윗몸일으키기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-3 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 등펴기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-4 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 허리돌리기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-5 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 상체근육풀기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-6 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 윗몸일으키기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-7 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 거꾸로매달리기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-8 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 허리돌리기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-9 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 3단 철봉 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-10 , 중부공원녹지사업소 
 북서울꿈의숲 , 조일배드민턴장 주변-14번출구 가는길 , 양팔돌리기 ,1, 북서울꿈의숲-16(조일배드민턴장 주변-14번출구 가는길)-11 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 매달리기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-1 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 허리돌리기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-2 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 다리스트레칭 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-3 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 허리돌리기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-4 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 역기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-5 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 역기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-6 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 다리지압기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-7 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 등 지압기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-8 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 팔당기고 다리밀기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-9 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 다리밀기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-10 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 하늘걷기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-11 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 팔들어올리기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-12 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 크로스컨트리 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-13 , 중부공원녹지사업소 
 북서울꿈의숲 , 장일배드민턴장 위편 , 양팔줄당기기 ,1, 북서울꿈의숲-17(장일배드민턴장 위편)-14 , 중부공원녹지사업소 
 북서울꿈의숲 , 상상놀이터옆 , 좌식싸이클-1 ,1, 북서울꿈의숲-18(상상놀이터옆)-1 , 중부공원녹지사업소 
 북서울꿈의숲 , 상상놀이터옆 , 좌식싸이클-2 ,1, 북서울꿈의숲-18(상상놀이터옆)-2 , 중부공원녹지사업소 
 북서울꿈의숲 , 상상놀이터옆 , 좌식싸이클-3 ,1, 북서울꿈의숲-18(상상놀이터옆)-3 , 중부공원녹지사업소 
 북서울꿈의숲 , 어린이 놀이터옆 , 스텝사이클 ,1, 북서울꿈의숲-19(어린이 놀이터옆)-1 , 중부공원녹지사업소 
 북서울꿈의숲 , 어린이 놀이터옆 , 양팔줄다리기 ,1, 북서울꿈의숲-19(어린이 놀이터옆)-2 , 중부공원녹지사업소 
 북서울꿈의숲 , 어린이 놀이터옆 , 풀웨이트 ,1, 북서울꿈의숲-19(어린이 놀이터옆)-3 , 중부공원녹지사업소 
 북서울꿈의숲 , 어린이 놀이터옆 , 체어웨이트 ,1, 북서울꿈의숲-19(어린이 놀이터옆)-4 , 중부공원녹지사업소 
 보라매공원 ,북동산, 파도타기 ,2, 보라매공원-1(북동산)-1 , 동부공원녹지사업소 
 보라매공원 ,북동산, 오금펴기 ,2, 보라매공원-1(북동산)-2 , 동부공원녹지사업소 
 보라매공원 ,북동산, 공중걷기 ,1, 보라매공원-1(북동산)-3 , 동부공원녹지사업소 
 보라매공원 ,북동산, 달리기 ,1, 보라매공원-1(북동산)-4 , 동부공원녹지사업소 
 보라매공원 ,북동산, 줄당기기 ,2, 보라매공원-1(북동산)-5 , 동부공원녹지사업소 
 보라매공원 ,북동산, 윗몸일으키기 ,1, 보라매공원-1(북동산)-6 , 동부공원녹지사업소 
 보라매공원 ,북동산, 허리돌리기 ,2, 보라매공원-1(북동산)-7 , 동부공원녹지사업소 
 보라매공원 ,북동산, 등허리 근육풀기 ,2, 보라매공원-1(북동산)-8 , 동부공원녹지사업소 
 보라매공원 ,북동산, 역기내리기 ,1, 보라매공원-1(북동산)-9 , 동부공원녹지사업소 
 보라매공원 ,북동산, 역기올리기 ,1, 보라매공원-1(북동산)-10 , 동부공원녹지사업소 
 보라매공원 ,북동산, 노젓기운동 ,1, 보라매공원-1(북동산)-11 , 동부공원녹지사업소 
 보라매공원 ,와우산, 허리돌리기 ,2, 보라매공원-2(와우산)-1 , 동부공원녹지사업소 
 보라매공원 ,와우산, 평행봉 ,2, 보라매공원-2(와우산)-2 , 동부공원녹지사업소 
 보라매공원 ,와우산, 역기올리기  ,5, 보라매공원-2(와우산)-3 , 동부공원녹지사업소 
 보라매공원 ,와우산, 활차머신 ,1, 보라매공원-2(와우산)-4 , 동부공원녹지사업소 
 보라매공원 ,와우산, 공중걷기 ,5, 보라매공원-2(와우산)-5 , 동부공원녹지사업소 
 보라매공원 ,와우산, 줄당기기 ,1, 보라매공원-2(와우산)-6 , 동부공원녹지사업소 
 보라매공원 ,와우산, 어깨돌리기 ,2, 보라매공원-2(와우산)-7 , 동부공원녹지사업소 
 보라매공원 ,와우산, 물결타기 ,2, 보라매공원-2(와우산)-8 , 동부공원녹지사업소 
 보라매공원 ,와우산, 허늘걷기+허리돌리기 복합 ,1, 보라매공원-2(와우산)-9 , 동부공원녹지사업소 
 보라매공원 ,와우산, 윗몸일으키기 ,1, 보라매공원-2(와우산)-10 , 동부공원녹지사업소 
 보라매공원 ,와우산, 3단철봉 ,1, 보라매공원-2(와우산)-11 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 벤치프레스 ,6, 보라매공원-3(다목적구장)-1 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 등지압 운동 ,1, 보라매공원-3(다목적구장)-2 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 턱걸이 ,1, 보라매공원-3(다목적구장)-3 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 구름다리 ,1, 보라매공원-3(다목적구장)-4 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 줄 오르기 ,1, 보라매공원-3(다목적구장)-5 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 철봉 ,2, 보라매공원-3(다목적구장)-6 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 평행봉 ,3, 보라매공원-3(다목적구장)-7 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 레그프레스 ,1, 보라매공원-3(다목적구장)-8 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 트윈트위스트 ,2, 보라매공원-3(다목적구장)-9 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 어깨근육풀기 ,1, 보라매공원-3(다목적구장)-10 , 동부공원녹지사업소 
 보라매공원 ,다목적구장, 등근육풀기 ,1, 보라매공원-3(다목적구장)-11 , 동부공원녹지사업소 
 보라매공원 ,독서쉼터, 윗몸일으키기 ,1, 보라매공원-4(독서쉼터)-1 , 동부공원녹지사업소 
 보라매공원 ,독서쉼터, 트윈트위스트 ,2, 보라매공원-4(독서쉼터)-2 , 동부공원녹지사업소 
 보라매공원 ,독서쉼터, 핸들웨이트 ,1, 보라매공원-4(독서쉼터)-3 , 동부공원녹지사업소 
 보라매공원 ,독서쉼터, 공중걷기 ,2, 보라매공원-4(독서쉼터)-4 , 동부공원녹지사업소 
 보라매공원 ,독서쉼터, 트윈워밍암 ,1, 보라매공원-4(독서쉼터)-5 , 동부공원녹지사업소 
 보라매공원 ,독서쉼터, 레그스트레치 ,1, 보라매공원-4(독서쉼터)-6 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 윗몸일으키기 ,3, 보라매공원-5(신길변전소 뒤)-1 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 평행봉 ,2, 보라매공원-5(신길변전소 뒤)-2 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 철봉(3단) ,2, 보라매공원-5(신길변전소 뒤)-3 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 트윈트위스트 ,2, 보라매공원-5(신길변전소 뒤)-4 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 공중걷기 ,1, 보라매공원-5(신길변전소 뒤)-5 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 레그스트레치 ,1, 보라매공원-5(신길변전소 뒤)-6 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 트위워밍암 ,1, 보라매공원-5(신길변전소 뒤)-7 , 동부공원녹지사업소 
 보라매공원 ,신길변전소 뒤, 핸들웨이트 ,1, 보라매공원-5(신길변전소 뒤)-8 , 동부공원녹지사업소 
 보라매공원 ,반려견놀이터 옆, 스텝사이클 ,1, 보라매공원-6(반려견놀이터 옆)-1 , 동부공원녹지사업소 
 보라매공원 ,반려견놀이터 옆, 트리플트위스트 ,1, 보라매공원-6(반려견놀이터 옆)-2 , 동부공원녹지사업소 
 보라매공원 ,반려견놀이터 옆, 체스트업머신 ,1, 보라매공원-6(반려견놀이터 옆)-3 , 동부공원녹지사업소 
 보라매공원 ,배드민턴장, 삼단철봉 ,1, 보라매공원-7(배드민턴장)-1 , 동부공원녹지사업소 
 보라매공원 ,배드민턴장, 윗몸일으키기 ,3, 보라매공원-7(배드민턴장)-2 , 동부공원녹지사업소 
 보라매공원 ,배드민턴장, 허리돌리기 ,2, 보라매공원-7(배드민턴장)-3 , 동부공원녹지사업소 
 보라매공원 ,배드민턴장, 철봉(턱걸이) ,1, 보라매공원-7(배드민턴장)-4 , 동부공원녹지사업소 
 보라매공원 ,청소년수련관 뒤, 철봉 ,1, 보라매공원-8(청소년수련관 뒤)-1 , 동부공원녹지사업소 
 보라매공원 ,청소년수련관 뒤, 역기 ,1, 보라매공원-8(청소년수련관 뒤)-2 , 동부공원녹지사업소 
 보라매공원 ,청소년수련관 뒤, 평행봉 ,2, 보라매공원-8(청소년수련관 뒤)-3 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 공중걷기 ,1, 서울숲공원-1(체육공원)-1 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 파도타기 ,1, 서울숲공원-1(체육공원)-2 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 다리근력운동 ,1, 서울숲공원-1(체육공원)-3 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 매달려 다리올리기 ,1, 서울숲공원-1(체육공원)-4 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 철봉 ,1, 서울숲공원-1(체육공원)-5 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 림보게이트 ,1, 서울숲공원-1(체육공원)-6 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 스트레칭 벤치 ,1, 서울숲공원-1(체육공원)-7 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 자전거 타기 ,1, 서울숲공원-1(체육공원)-8 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 좌우 뛰기 ,1, 서울숲공원-1(체육공원)-9 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 제자리 걷기 ,1, 서울숲공원-1(체육공원)-10 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 허리돌리기 ,1, 서울숲공원-1(체육공원)-11 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 역기 밀어올리기 ,1, 서울숲공원-1(체육공원)-12 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 상체 원 그리기 ,1, 서울숲공원-1(체육공원)-13 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 평형잡기 ,1, 서울숲공원-1(체육공원)-14 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 윗몸 일으키기 ,1, 서울숲공원-1(체육공원)-15 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 등 허리 지압기 ,2, 서울숲공원-1(체육공원)-16 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 양팔 로프 당기기 ,2, 서울숲공원-1(체육공원)-17 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 노젓기 운동 ,1, 서울숲공원-1(체육공원)-18 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 어깨 유연성 운동 ,2, 서울숲공원-1(체육공원)-19 , 동부공원녹지사업소 
 서울숲공원 , 체육공원 , 기종명- 미상 ,1, 서울숲공원-1(체육공원)-20 , 동부공원녹지사업소 
 서울숲공원 , 환경놀이터 , 스텝 사이클 ,1, 서울숲공원-2(환경놀이터)-1 , 동부공원녹지사업소 
 서울숲공원 , 환경놀이터 , 풀 웨이트 ,1, 서울숲공원-2(환경놀이터)-2 , 동부공원녹지사업소 
 서울숲공원 , 환경놀이터 , 체어 웨이트 ,1, 서울숲공원-2(환경놀이터)-3 , 동부공원녹지사업소 
 서울숲공원 , 환경놀이터 , 입식 사이클 ,1, 서울숲공원-2(환경놀이터)-4 , 동부공원녹지사업소 
 서울숲공원 , 환경놀이터 , 오버턴 스트레칭 ,1, 서울숲공원-2(환경놀이터)-5 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 허리 돌리기 ,1, 서울숲공원-3(작은동물의집)-1 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 오버턴 스트레칭 ,1, 서울숲공원-3(작은동물의집)-2 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 구부려 근육펴기 ,1, 서울숲공원-3(작은동물의집)-3 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 제자리 뛰기 ,1, 서울숲공원-3(작은동물의집)-4 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 다리 근력 운동 ,1, 서울숲공원-3(작은동물의집)-5 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 복부 강화 운동 ,1, 서울숲공원-3(작은동물의집)-6 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 팔 근력 운동-a ,1, 서울숲공원-3(작은동물의집)-7 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 팔 근력 운동-b ,1, 서울숲공원-3(작은동물의집)-8 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 가슴 운동 ,1, 서울숲공원-3(작은동물의집)-9 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 역기 ,2, 서울숲공원-3(작은동물의집)-10 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 스트레칭 벤치 ,1, 서울숲공원-3(작은동물의집)-11 , 동부공원녹지사업소 
 서울숲공원 , 작은동물의집 , 기종명- 미상 ,1, 서울숲공원-3(작은동물의집)-12 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 달리기 ,1, 시민의숲공원-1(놀이터)-1 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 오금펴기 ,2, 시민의숲공원-1(놀이터)-2 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 허리돌리기 ,1, 시민의숲공원-1(놀이터)-3 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 팔돌리기 ,1, 시민의숲공원-1(놀이터)-4 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 노젓기 ,1, 시민의숲공원-1(놀이터)-5 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 역기내리기 ,1, 시민의숲공원-1(놀이터)-6 , 동부공원녹지사업소 
 시민의숲공원 , 놀이터 , 싸이클링 ,1, 시민의숲공원-1(놀이터)-7 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 공중걷기 ,1, 시민의숲공원-2(사무동)-1 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 스텝달리기 ,1, 시민의숲공원-2(사무동)-2 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 허리흔들기  ,1, 시민의숲공원-2(사무동)-3 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 역기올리기 ,1, 시민의숲공원-2(사무동)-4 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 허리돌리기 ,1, 시민의숲공원-2(사무동)-5 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 윗몸일으키기 ,1, 시민의숲공원-2(사무동)-6 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 싸이클링 ,1, 시민의숲공원-2(사무동)-7 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 철봉 ,1, 시민의숲공원-2(사무동)-8 , 동부공원녹지사업소 
 시민의숲공원 , 사무동 , 팔돌리기 ,1, 시민의숲공원-2(사무동)-9 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 공중걷기 ,1, 시민의숲공원-3(맨발지압장)-1 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 달리기 ,1, 시민의숲공원-3(맨발지압장)-2 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 로프달리기 ,1, 시민의숲공원-3(맨발지압장)-3 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 일반평행봉 ,1, 시민의숲공원-3(맨발지압장)-4 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 삼단철봉 ,1, 시민의숲공원-3(맨발지압장)-5 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 일반윗몸일으키기 ,1, 시민의숲공원-3(맨발지압장)-6 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 일반역기 ,2, 시민의숲공원-3(맨발지압장)-7 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 역기올리기 ,1, 시민의숲공원-3(맨발지압장)-8 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 허리돌리기 ,1, 시민의숲공원-3(맨발지압장)-9 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 윗몸일으키기 ,1, 시민의숲공원-3(맨발지압장)-10 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 거꾸로매달리기 ,1, 시민의숲공원-3(맨발지압장)-11 , 동부공원녹지사업소 
 시민의숲공원 , 맨발지압장 , 파도타기 ,1, 시민의숲공원-3(맨발지압장)-12 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 어께근육풀기 ,1, 응봉공원1(관리동앞) 1 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 온몸근육풀기 ,1, 응봉공원1(관리동앞) 2 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 허리돌리기 ,1, 응봉공원1(관리동앞) 3 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 레그익스텐션 ,1, 응봉공원1(관리동앞) 4 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 레그프레스 ,1, 응봉공원1(관리동앞) 5 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 숄더 ,1, 응봉공원1(관리동앞) 5 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 시티드체스트프레스 ,1, 응봉공원1(관리동앞) 6 , 동부공원녹지사업소 
 응봉공원 , 관리동앞1 , 양팔줄당기기 ,1, 응봉공원1(관리동앞) 7 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 양팔줄당기기 ,1, 응봉공원2(관리동앞) 8 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 자전거타기 ,1, 응봉공원2(관리동앞) 9 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 달리기운동 ,1, 응봉공원2(관리동앞) 10 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 노젓기운동 ,1, 응봉공원2(관리동앞) 11 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 윗몸일으키기 ,1, 응봉공원2(관리동앞) 12 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 허리돌리기 ,1, 응봉공원2(관리동앞) 13 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 허리돌리기 ,1, 응봉공원2(관리동앞) 14 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 제자리걷기 ,1, 응봉공원2(관리동앞) 15 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 앉아무릎펴기 ,1, 응봉공원2(관리동앞) 16 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 어깨근육풀기 ,1, 응봉공원2(관리동앞) 17 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 어깨유연성운동 ,1, 응봉공원2(관리동앞) 18 , 동부공원녹지사업소 
 응봉공원 , 관리동앞2 , 윗몸일으키기 ,1, 응봉공원2(관리동앞) 19 , 동부공원녹지사업소 
 응봉공원 , 관리동앞3 , 역기 ,1, 응봉공원3(관리동앞) 20 , 동부공원녹지사업소 
 응봉공원 , 관리동앞3 , 링운동기구 ,1, 응봉공원3(관리동앞) 21 , 동부공원녹지사업소 
 응봉공원 , 관리동앞3 , 허리돌리기 ,1, 응봉공원3(관리동앞) 22 , 동부공원녹지사업소 
 응봉공원 , 관리동앞3 , 평행봉 ,1, 응봉공원3(관리동앞) 23 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 다리근육풀기 ,1, 응봉공원4(농구장옆)24 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 역기내리기 ,1, 응봉공원4(농구장옆)25 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 상체근육풀기 ,1, 응봉공원4(농구장옆)26 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 허리돌리기 ,1, 응봉공원4(농구장옆)27 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 허리돌리기 ,1, 응봉공원4(농구장옆)28 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 평행봉 ,1, 응봉공원4(농구장옆)29 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 2단철봉 ,1, 응봉공원4(농구장옆)30 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 옆파도타기 ,1, 응봉공원4(농구장옆)31 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 공중걷기 ,1, 응봉공원4(농구장옆)32 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 윗몸일으키기 ,1, 응봉공원4(농구장옆)33 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 철봉 ,1, 응봉공원4(농구장옆)34 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 벤치프레스 ,1, 응봉공원4(농구장옆)35 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 자전거타기 ,1, 응봉공원4(농구장옆)36 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 등허리근육풀기 ,1, 응봉공원4(농구장옆)37 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 양팔로프당기기 ,1, 응봉공원4(농구장옆)38 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 달리기운동 ,1, 응봉공원4(농구장옆)39 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 링운동기구 ,1, 응봉공원4(농구장옆)40 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 오버턴스트레칭 ,1, 응봉공원4(농구장옆)41 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 윗몸일으키기 ,1, 응봉공원4(농구장옆)42 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 허리돌리기 ,1, 응봉공원4(농구장옆)43 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 어께근육풀기 ,1, 응봉공원4(농구장옆)44 , 동부공원녹지사업소 
 응봉공원 , 남측농구장옆 , 오금펴기 ,1, 응봉공원4(농구장옆)45 , 동부공원녹지사업소 
 응봉공원 , 남측놀이터옆 , 양팔줄당기기 ,1, 응봉공원5(남측놀이터옆)46 , 동부공원녹지사업소 
 응봉공원 , 남측놀이터옆 , 달리기운동 ,1, 응봉공원5(남측놀이터옆)47 , 동부공원녹지사업소 
 응봉공원 , 남측놀이터옆 , 공중걷기 ,1, 응봉공원5(남측놀이터옆)48 , 동부공원녹지사업소 
 응봉공원 , 남측놀이터옆 , 파도타기 ,1, 응봉공원5(남측놀이터옆)49 , 동부공원녹지사업소 
 응봉공원 , 남측놀이터옆 , 노젖기운동 ,1, 응봉공원5(남측놀이터옆)50 , 동부공원녹지사업소 
 응봉공원 , 남측놀이터옆 , 역기올리기 ,1, 응봉공원5(남측놀이터옆)51 , 동부공원녹지사업소 
 응봉공원 , 북측놀이터옆 , 온몸근육풀기 ,1, 응봉공원6(북측놀이터옆)52 , 동부공원녹지사업소 
 응봉공원 , 북측놀이터옆 , 등허리지압기 ,1, 응봉공원6(북측놀이터옆)53 , 동부공원녹지사업소 
 응봉공원 , 북측놀이터옆 , 오버턴스트레칭 ,1, 응봉공원6(북측놀이터옆)54 , 동부공원녹지사업소 
 응봉공원 , 북측게이트볼장입구 , 공중걷기 ,1, 응봉공원7(북측게이트볼장입구)55 , 동부공원녹지사업소 
 응봉공원 , 북측게이트볼장입구 , 허리돌리기 ,1, 응봉공원7(북측게이트볼장입구)56 , 동부공원녹지사업소 
 응봉공원 , 북측게이트볼장입구 , 허리흔들기 ,1, 응봉공원7(북측게이트볼장입구)57 , 동부공원녹지사업소 
 응봉공원 , 북측게이트볼장입구 , 등허리지압운동 ,1, 응봉공원7(북측게이트볼장입구)58 , 동부공원녹지사업소 
 응봉공원 , 북측게이트볼장입구 , 온몸근육풀기 ,1, 응봉공원7(북측게이트볼장입구)59 , 동부공원녹지사업소 
